Order_ID,Order_Date,Warehouse_ID,Product_ID,Product_Category,Units_Ordered,Unit_Cost,Total_sales,Transport_Mode,Distance_km,Delivery_Time_days,Stock_Availability,Delivery_Status
O18078,2023-11-18,WH-006,P43199,Groceries,12,326.79,3921.4800000000005,Sea,1879,9,No,On-Time
O18079,2023-03-13,WH-002,P28079,Groceries,28,297.65,8334.199999999999,Rail,1768,9,Yes,Cancelled
O18080,2023-03-25,WH-003,P32997,Groceries,40,240.86,9634.400000000001,Sea,249,12,No,Cancelled
O18081,2023-06-24,WH-008,P48478,Toys,21,83.03,1743.63,Air,755,8,No,Delayed
O18082,2023-03-21,WH-007,P29006,Automotive,17,114.76,1950.92,Air,444,4,No,Cancelled
O18083,2023-12-14,WH-002,P52664,Automotive,32,145.37,4651.84,Sea,821,9,No,On-Time
O18084,2023-03-11,WH-001,P19381,Electronics,4,298.66,1194.64,Rail,1861,5,Yes,On-Time
O18085,2023-02-02,WH-006,P27130,Automotive,24,76.63,1839.12,Air,502,2,No,On-Time
O18086,2023-11-13,WH-006,P18477,Toys,42,335.66,14097.720000000001,Sea,314,15,No,On-Time
O18087,2023-03-30,WH-007,P36618,Apparel,50,203.93,10196.5,Sea,332,12,No,Delayed
O18088,2023-01-09,WH-002,P17410,Automotive,25,411.85,10296.25,Sea,1511,11,Yes,On-Time
O18089,2023-01-29,WH-004,P75746,Furniture,43,192.18,8263.74,Rail,1507,6,No,On-Time
O18090,2023-10-11,WH-002,P27810,Furniture,10,260.37,2603.7,Rail,447,1,Yes,On-Time
O18091,2023-02-25,WH-006,P99242,Toys,43,454.97,19563.710000000003,Road,1602,11,Yes,On-Time
O18092,2023-02-13,WH-002,P37463,Apparel,38,493.12,18738.56,Air,435,11,No,Delayed
O18093,2023-08-19,WH-005,P32293,Apparel,43,72.52,3118.3599999999997,Air,1581,5,Yes,On-Time
O18094,2023-04-13,WH-009,P50425,Automotive,26,130.88,3402.88,Sea,940,10,Yes,Delayed
O18095,2023-10-13,WH-002,P34760,Apparel,43,177.52,7633.360000000001,Sea,1565,11,Yes,Cancelled
O18096,2023-12-26,WH-002,P30586,Electronics,35,345.68,12098.800000000001,Rail,75,2,Yes,On-Time
O18097,2023-02-02,WH-005,P80439,Furniture,23,91.2,2097.6,Road,990,2,No,On-Time
O18098,2023-06-21,WH-009,P12974,Automotive,28,351.35,9837.800000000001,Rail,1468,3,No,Cancelled
O18099,2023-09-21,WH-008,P68341,Toys,37,14.92,552.04,Sea,287,5,Yes,Delayed
O18100,2023-12-14,WH-007,P90364,Electronics,5,150.85,754.25,Sea,1623,5,No,Delayed
O18101,2023-08-06,WH-009,P34144,Toys,30,476.53,14295.9,Sea,1115,14,Yes,Delayed
O18102,2023-11-25,WH-007,P72523,Furniture,4,285.84,1143.36,Air,604,4,Yes,Delayed
O18103,2023-11-06,WH-008,P27936,Furniture,17,298.95,5082.15,Road,1738,4,Yes,Cancelled
O18104,2023-07-09,WH-007,P51885,Groceries,39,343.39,13392.21,Sea,965,12,Yes,On-Time
O18105,2023-11-16,WH-003,P64027,Groceries,41,204.16,8370.56,Road,1728,13,Yes,On-Time
O18106,2023-09-05,WH-007,P13333,Furniture,35,237.18,8301.300000000001,Sea,1949,8,No,Delayed
O18107,2023-03-24,WH-002,P22522,Apparel,47,260.02,12220.939999999999,Air,1768,1,No,On-Time
O18108,2023-08-21,WH-009,P97677,Toys,29,186.83,5418.070000000001,Air,1061,12,Yes,Delayed
O18109,2023-09-13,WH-002,P66475,Automotive,31,359.46,11143.26,Sea,1472,7,Yes,Cancelled
O18110,2023-07-03,WH-010,P38048,Apparel,31,270.29,8378.99,Road,697,14,Yes,On-Time
O18111,2023-04-25,WH-005,P23091,Furniture,22,9.88,217.36,Rail,446,10,Yes,Cancelled
O18112,2023-10-17,WH-001,P73182,Furniture,5,99.28,496.4,Air,1759,14,Yes,Cancelled
O18113,2023-09-12,WH-003,P44981,Furniture,41,97.08,3980.2799999999997,Road,1651,13,Yes,Cancelled
O18114,2023-01-28,WH-006,P26033,Electronics,43,352.9,15174.699999999999,Air,1088,14,No,On-Time
O18115,2023-12-08,WH-002,P50043,Automotive,45,367.9,16555.5,Rail,1479,8,No,Delayed
O18116,2023-01-14,WH-002,P58867,Groceries,42,484.07,20330.94,Road,577,8,No,On-Time
O18117,2023-05-29,WH-003,P75989,Toys,15,259.14,3887.1,Sea,260,5,Yes,Delayed
O18118,2023-07-02,WH-003,P42275,Electronics,31,73.75,2286.25,Sea,1424,8,No,On-Time
O18119,2023-07-23,WH-009,P57643,Groceries,35,172.32,6031.2,Sea,529,7,No,On-Time
O18120,2023-05-23,WH-009,P93147,Groceries,15,384.37,5765.55,Sea,1980,6,No,On-Time
O18121,2023-05-06,WH-006,P91198,Groceries,40,371.32,14852.8,Air,704,7,Yes,Delayed
O18122,2023-11-20,WH-001,P22303,Groceries,3,10.75,32.25,Sea,1319,12,Yes,Delayed
O18123,2023-12-25,WH-005,P57809,Groceries,46,362.28,16664.879999999997,Sea,1107,12,Yes,Delayed
O18124,2023-03-30,WH-002,P57952,Electronics,12,467.67,5612.04,Air,157,7,Yes,Cancelled
O18125,2023-06-29,WH-009,P27290,Automotive,6,139.15,834.9000000000001,Air,891,5,No,Delayed
O18126,2023-05-28,WH-009,P20955,Automotive,16,134.0,2144.0,Rail,442,9,No,Cancelled
O18127,2023-08-05,WH-007,P78840,Toys,40,245.12,9804.8,Sea,331,13,No,Cancelled
O18128,2023-11-12,WH-004,P77333,Apparel,10,87.65,876.5,Sea,85,11,Yes,Delayed
O18129,2023-03-18,WH-003,P67820,Electronics,30,78.14,2344.2,Sea,1957,1,No,Cancelled
O18130,2023-08-09,WH-006,P16753,Furniture,18,293.31,5279.58,Road,433,15,Yes,On-Time
O18131,2023-01-17,WH-008,P75589,Groceries,3,7.53,22.59,Road,460,3,No,Cancelled
O18132,2023-01-12,WH-003,P26490,Apparel,5,171.66,858.3,Sea,1280,7,No,Cancelled
O18133,2023-04-04,WH-009,P90827,Furniture,17,138.7,2357.8999999999996,Sea,1614,14,No,On-Time
O18134,2023-07-24,WH-003,P79911,Groceries,49,460.01,22540.489999999998,Rail,780,3,Yes,Delayed
O18135,2023-10-06,WH-003,P53043,Automotive,44,9.33,410.52,Sea,222,9,No,Cancelled
O18136,2023-10-19,WH-003,P71396,Furniture,46,243.73,11211.58,Air,775,9,Yes,Delayed
O18137,2023-10-29,WH-004,P13351,Electronics,36,391.89,14108.039999999999,Sea,1292,5,Yes,On-Time
O18138,2023-05-01,WH-009,P98251,Furniture,21,236.44,4965.24,Rail,1236,15,Yes,Cancelled
O18139,2023-11-16,WH-010,P93176,Toys,36,279.05,10045.800000000001,Sea,1021,1,No,Delayed
O18140,2023-03-01,WH-001,P82113,Electronics,32,285.17,9125.44,Rail,1749,5,No,Delayed
O18141,2023-12-25,WH-002,P40544,Furniture,11,216.82,2385.02,Road,738,12,Yes,Delayed
O18142,2023-06-06,WH-009,P55586,Automotive,20,109.42,2188.4,Rail,1222,7,Yes,On-Time
O18143,2023-03-19,WH-008,P71786,Toys,46,68.18,3136.28,Road,486,15,No,Delayed
O18144,2023-03-11,WH-006,P98506,Automotive,11,5.67,62.37,Sea,1159,8,Yes,Delayed
O18145,2023-10-16,WH-004,P84089,Apparel,50,426.6,21330.0,Sea,1459,11,No,Cancelled
O18146,2023-07-23,WH-009,P26481,Groceries,23,212.69,4891.87,Sea,1120,4,Yes,On-Time
O18147,2023-05-06,WH-002,P38162,Groceries,21,389.55,8180.55,Road,228,14,Yes,Delayed
O18148,2023-08-11,WH-009,P85275,Electronics,40,418.04,16721.600000000002,Air,906,12,No,Delayed
O18149,2023-02-03,WH-005,P19550,Apparel,29,203.99,5915.71,Rail,1472,12,No,Delayed
O18150,2023-08-22,WH-008,P40232,Groceries,16,209.6,3353.6,Rail,1117,10,No,On-Time
O18151,2023-04-24,WH-002,P69578,Automotive,33,328.31,10834.23,Sea,516,13,No,Cancelled
O18152,2023-06-14,WH-002,P75444,Furniture,39,263.72,10285.080000000002,Rail,1936,3,No,On-Time
O18153,2023-06-05,WH-003,P35167,Furniture,30,345.0,10350.0,Rail,1039,5,No,Delayed
O18154,2023-11-21,WH-010,P61212,Furniture,10,139.73,1397.3,Air,98,5,Yes,Cancelled
O18155,2023-07-18,WH-003,P12257,Toys,48,218.26,10476.48,Sea,1464,7,Yes,Cancelled
O18156,2023-09-04,WH-003,P78414,Electronics,43,434.45,18681.35,Road,330,9,No,Cancelled
O18157,2023-09-19,WH-007,P60901,Toys,7,349.97,2449.79,Road,1534,2,No,Delayed
O18158,2023-01-21,WH-004,P26837,Toys,35,314.92,11022.2,Road,507,15,Yes,Delayed
O18159,2023-07-30,WH-010,P58096,Automotive,34,150.57,5119.38,Sea,812,6,Yes,Delayed
O18160,2023-03-19,WH-009,P92333,Electronics,10,301.38,3013.8,Rail,913,13,No,Delayed
O18161,2023-02-11,WH-002,P22239,Toys,44,497.18,21875.920000000002,Air,1284,6,No,Cancelled
O18162,2023-02-10,WH-001,P88111,Furniture,12,307.73,3692.76,Air,549,7,Yes,On-Time
O18163,2023-10-05,WH-008,P65289,Furniture,8,94.7,757.6,Air,1050,14,Yes,Delayed
O18164,2023-07-12,WH-001,P42202,Automotive,3,248.38,745.14,Rail,251,6,Yes,Delayed
O18165,2023-12-19,WH-010,P70903,Furniture,49,166.16,8141.84,Road,787,10,Yes,Cancelled
O18166,2023-03-11,WH-008,P24754,Furniture,25,433.04,10826.0,Rail,200,5,No,On-Time
O18167,2023-01-22,WH-010,P83221,Apparel,2,324.7,649.4,Rail,275,15,Yes,Delayed
O18168,2023-10-24,WH-010,P15142,Electronics,29,415.95,12062.55,Road,116,7,Yes,Cancelled
O18169,2023-10-22,WH-008,P77584,Apparel,10,40.36,403.6,Air,1885,11,Yes,On-Time
O18170,2023-07-10,WH-009,P83683,Groceries,20,95.38,1907.6,Air,822,14,Yes,On-Time
O18171,2023-07-13,WH-007,P27104,Apparel,34,474.72,16140.480000000001,Sea,1220,11,No,Delayed
O18172,2023-08-01,WH-005,P42923,Groceries,4,280.11,1120.44,Air,507,14,Yes,Delayed
O18173,2023-11-08,WH-003,P11294,Electronics,34,420.59,14300.06,Sea,1685,14,No,On-Time
O18174,2023-02-07,WH-005,P74295,Electronics,40,409.11,16364.400000000001,Road,107,2,No,Delayed
O18175,2023-08-26,WH-003,P53704,Automotive,5,90.02,450.09999999999997,Air,162,7,Yes,Cancelled
O18176,2023-09-18,WH-008,P32273,Electronics,31,64.97,2014.07,Road,1921,13,Yes,On-Time
O18177,2023-06-14,WH-002,P54717,Furniture,42,171.03,7183.26,Rail,1810,6,Yes,Cancelled
O18178,2023-05-11,WH-010,P64742,Electronics,16,189.25,3028.0,Sea,1760,7,No,Delayed
O18179,2023-04-07,WH-006,P58152,Groceries,30,75.42,2262.6,Road,1433,3,No,Cancelled
O18180,2023-08-24,WH-005,P91938,Furniture,11,390.38,4294.18,Air,515,13,No,Delayed
O18181,2023-09-15,WH-002,P53807,Toys,6,302.05,1812.3000000000002,Air,1637,3,Yes,Cancelled
O18182,2023-10-14,WH-001,P22990,Toys,35,257.94,9027.9,Road,1872,5,Yes,Cancelled
O18183,2023-08-04,WH-005,P42290,Automotive,3,25.19,75.57000000000001,Sea,139,3,No,On-Time
O18184,2023-01-29,WH-006,P47541,Apparel,18,343.41,6181.38,Rail,704,3,Yes,Cancelled
O18185,2023-10-30,WH-010,P35456,Electronics,16,82.43,1318.88,Air,1291,13,Yes,Cancelled
O18186,2023-03-10,WH-009,P47789,Furniture,3,222.81,668.4300000000001,Rail,1117,15,Yes,On-Time
O18187,2023-11-22,WH-006,P28612,Electronics,39,42.1,1641.9,Air,1960,9,No,On-Time
O18188,2023-03-13,WH-010,P30547,Automotive,7,142.13,994.91,Rail,1346,11,No,Cancelled
O18189,2023-01-07,WH-007,P60267,Apparel,26,453.68,11795.68,Road,1657,9,Yes,Delayed
O18190,2023-01-18,WH-004,P50744,Electronics,39,62.62,2442.18,Road,301,15,No,Delayed
O18191,2023-03-26,WH-009,P95084,Automotive,42,200.29,8412.18,Air,1541,9,No,On-Time
O18192,2023-03-10,WH-010,P11104,Toys,17,387.66,6590.22,Rail,612,12,Yes,On-Time
O18193,2023-11-16,WH-007,P80851,Automotive,24,408.64,9807.36,Road,1630,5,No,Delayed
O18194,2023-06-26,WH-005,P79477,Toys,2,232.42,464.84,Air,824,9,No,On-Time
O18195,2023-06-08,WH-010,P20530,Apparel,10,66.16,661.5999999999999,Sea,806,1,No,Cancelled
O18196,2023-01-22,WH-007,P97739,Automotive,31,36.91,1144.2099999999998,Air,62,14,Yes,Delayed
O18197,2023-12-24,WH-008,P82983,Groceries,10,267.81,2678.1,Rail,533,9,Yes,Cancelled
O18198,2023-11-16,WH-004,P76991,Automotive,28,215.04,6021.12,Air,534,15,Yes,On-Time
O18199,2023-04-30,WH-006,P44011,Apparel,18,126.12,2270.16,Rail,1264,4,Yes,On-Time
O18200,2023-08-28,WH-009,P71710,Toys,18,187.95,3383.1,Rail,1529,14,No,On-Time
O18201,2023-08-06,WH-008,P21174,Toys,18,365.49,6578.82,Road,741,14,No,On-Time
O18202,2023-04-30,WH-008,P40741,Toys,35,351.07,12287.449999999999,Road,1623,8,Yes,Cancelled
O18203,2023-06-03,WH-009,P17241,Furniture,23,420.74,9677.02,Air,1264,1,No,Cancelled
O18204,2023-09-03,WH-006,P68483,Apparel,17,493.45,8388.65,Rail,1255,12,No,On-Time
O18205,2023-05-18,WH-005,P16381,Groceries,32,136.02,4352.64,Road,691,1,No,Delayed
O18206,2023-03-11,WH-008,P97556,Furniture,20,104.14,2082.8,Rail,276,11,No,Cancelled
O18207,2023-12-21,WH-002,P37097,Furniture,48,31.72,1522.56,Air,684,2,Yes,Cancelled
O18208,2023-09-07,WH-004,P66892,Toys,47,163.02,7661.9400000000005,Road,321,13,No,Cancelled
O18209,2023-03-14,WH-006,P29128,Automotive,21,206.79,4342.59,Sea,1121,5,No,On-Time
O18210,2023-01-17,WH-003,P47406,Groceries,28,127.52,3570.56,Road,1752,5,No,Delayed
O18211,2023-01-16,WH-008,P29260,Toys,30,395.6,11868.0,Air,1479,7,Yes,Delayed
O18212,2023-07-05,WH-009,P87411,Furniture,43,424.91,18271.13,Air,1104,1,No,Delayed
O18213,2023-11-11,WH-005,P66691,Apparel,12,17.96,215.52,Sea,1999,9,Yes,On-Time
O18214,2023-04-03,WH-010,P12613,Groceries,11,167.69,1844.59,Air,386,14,No,Cancelled
O18215,2023-02-26,WH-002,P96612,Furniture,16,432.89,6926.24,Rail,1886,2,Yes,Delayed
O18216,2023-03-14,WH-005,P48310,Furniture,34,403.94,13733.96,Rail,1281,4,No,On-Time
O18217,2023-09-05,WH-007,P64591,Automotive,14,206.23,2887.22,Sea,890,10,No,Cancelled
O18218,2023-09-13,WH-002,P17746,Groceries,29,200.99,5828.71,Road,1814,2,Yes,Cancelled
O18219,2023-09-02,WH-007,P32288,Electronics,20,56.42,1128.4,Sea,423,12,No,Cancelled
O18220,2023-09-18,WH-002,P67131,Furniture,39,333.25,12996.75,Air,1935,3,No,On-Time
O18221,2023-03-12,WH-004,P89119,Apparel,26,350.18,9104.68,Sea,586,3,Yes,On-Time
O18222,2023-06-09,WH-004,P64141,Electronics,32,443.5,14192.0,Air,712,8,Yes,Delayed
O18223,2023-10-12,WH-002,P58742,Groceries,42,374.92,15746.640000000001,Road,660,11,No,Cancelled
O18224,2023-07-10,WH-007,P91140,Electronics,10,478.23,4782.3,Sea,824,11,Yes,Delayed
O18225,2023-09-28,WH-001,P82919,Apparel,12,218.9,2626.8,Air,1802,2,No,Cancelled
O18226,2023-01-16,WH-006,P33415,Furniture,5,293.95,1469.75,Sea,598,7,Yes,Delayed
O18227,2023-11-14,WH-005,P39800,Toys,39,236.43,9220.77,Air,1149,5,Yes,Cancelled
O18228,2023-05-10,WH-008,P35525,Toys,5,492.32,2461.6,Air,1965,3,No,Cancelled
O18229,2023-05-23,WH-006,P63655,Apparel,26,71.72,1864.72,Road,1062,11,No,Cancelled
O18230,2023-11-26,WH-002,P96550,Apparel,50,407.61,20380.5,Air,426,14,Yes,Delayed
O18231,2023-01-24,WH-010,P61474,Furniture,49,348.69,17085.81,Road,898,12,Yes,On-Time
O18232,2023-06-10,WH-004,P28586,Furniture,40,457.55,18302.0,Rail,1574,15,No,On-Time
O18233,2023-07-07,WH-008,P48599,Automotive,13,139.88,1818.44,Air,1371,1,Yes,Cancelled
O18234,2023-12-18,WH-004,P50772,Groceries,30,396.2,11886.0,Rail,535,14,Yes,Delayed
O18235,2023-12-24,WH-004,P33626,Groceries,30,396.61,11898.300000000001,Rail,861,9,No,Cancelled
O18236,2023-03-14,WH-009,P66160,Automotive,35,298.28,10439.8,Road,377,14,No,Cancelled
O18237,2023-11-30,WH-008,P96675,Toys,8,469.48,3755.84,Rail,77,5,Yes,On-Time
O18238,2023-07-19,WH-002,P55712,Apparel,6,33.91,203.45999999999998,Rail,1437,4,Yes,On-Time
O18239,2023-08-16,WH-002,P65629,Groceries,14,271.87,3806.1800000000003,Sea,1857,2,Yes,Delayed
O18240,2023-08-13,WH-004,P45377,Groceries,11,89.61,985.71,Sea,264,15,Yes,Cancelled
O18241,2023-06-17,WH-010,P23641,Electronics,6,309.83,1858.98,Sea,696,15,Yes,Cancelled
O18242,2023-09-17,WH-009,P27583,Groceries,13,290.22,3772.8600000000006,Sea,614,3,No,On-Time
O18243,2023-03-23,WH-005,P65591,Apparel,35,312.32,10931.199999999999,Sea,561,7,Yes,On-Time
O18244,2023-10-08,WH-003,P40634,Electronics,1,79.5,79.5,Air,1003,5,Yes,Delayed
O18245,2023-10-05,WH-004,P78465,Electronics,49,235.15,11522.35,Road,1923,6,Yes,Delayed
O18246,2023-12-09,WH-006,P71892,Electronics,50,297.31,14865.5,Air,56,4,No,Delayed
O18247,2023-08-22,WH-001,P78607,Groceries,8,71.0,568.0,Rail,1631,4,Yes,Cancelled
O18248,2023-10-28,WH-001,P36960,Groceries,12,81.95,983.4000000000001,Sea,1585,5,No,Delayed
O18249,2023-03-31,WH-003,P19901,Automotive,45,173.01,7785.45,Road,904,5,No,Delayed
O18250,2023-12-22,WH-008,P91110,Apparel,29,27.85,807.6500000000001,Road,1310,15,Yes,Cancelled
O18251,2023-12-20,WH-009,P42199,Apparel,22,488.24,10741.28,Rail,1451,6,Yes,On-Time
O18252,2023-04-04,WH-004,P56735,Groceries,34,367.76,12503.84,Air,965,6,Yes,Delayed
O18253,2023-02-23,WH-002,P54491,Automotive,7,459.11,3213.77,Road,55,12,No,Delayed
O18254,2023-08-08,WH-003,P17475,Automotive,2,32.71,65.42,Sea,711,12,No,Delayed
O18255,2023-10-03,WH-008,P80368,Automotive,47,28.53,1340.91,Road,1394,3,Yes,On-Time
O18256,2023-04-06,WH-002,P25305,Apparel,7,292.1,2044.7000000000003,Rail,803,15,No,Delayed
O18257,2023-02-09,WH-003,P79972,Furniture,11,100.63,1106.9299999999998,Air,1523,5,No,On-Time
O18258,2023-01-05,WH-008,P47596,Groceries,25,76.35,1908.7499999999998,Sea,50,12,Yes,On-Time
O18259,2023-05-14,WH-006,P98386,Groceries,18,84.25,1516.5,Sea,1311,13,Yes,On-Time
O18260,2023-03-11,WH-009,P33671,Automotive,28,368.54,10319.12,Rail,556,3,No,On-Time
O18261,2023-12-13,WH-009,P74127,Apparel,35,28.0,980.0,Rail,1120,4,Yes,Delayed
O18262,2023-01-03,WH-007,P33339,Electronics,35,474.84,16619.399999999998,Road,1017,7,Yes,Delayed
O18263,2023-01-12,WH-002,P15532,Electronics,31,346.85,10752.35,Rail,1942,11,Yes,Delayed
O18264,2023-05-30,WH-004,P41489,Groceries,27,433.92,11715.84,Road,67,10,No,On-Time
O18265,2023-08-27,WH-004,P55786,Groceries,42,448.12,18821.04,Rail,1624,14,No,Delayed
O18266,2023-07-14,WH-002,P82928,Electronics,4,369.31,1477.24,Rail,346,4,Yes,Cancelled
O18267,2023-01-15,WH-003,P59869,Electronics,11,122.02,1342.22,Rail,1092,15,No,Delayed
O18268,2023-05-30,WH-002,P33945,Groceries,37,378.54,14005.980000000001,Rail,338,15,No,Cancelled
O18269,2023-06-23,WH-008,P77178,Automotive,21,117.16,2460.36,Air,956,1,Yes,Cancelled
O18270,2023-07-19,WH-007,P44739,Toys,20,328.92,6578.400000000001,Road,731,7,No,Delayed
O18271,2023-02-06,WH-001,P63275,Furniture,35,29.02,1015.6999999999999,Air,587,15,Yes,On-Time
O18272,2023-11-02,WH-002,P79746,Furniture,13,354.61,4609.93,Air,1011,10,Yes,On-Time
O18273,2023-12-22,WH-010,P62529,Groceries,40,57.63,2305.2000000000003,Air,1205,1,No,Delayed
O18274,2023-10-20,WH-008,P49732,Groceries,2,263.67,527.34,Air,846,5,No,Cancelled
O18275,2023-07-14,WH-004,P37493,Electronics,41,374.1,15338.1,Sea,722,13,Yes,On-Time
O18276,2023-08-07,WH-005,P99310,Apparel,42,403.05,16928.100000000002,Rail,1366,9,Yes,Delayed
O18277,2023-04-25,WH-004,P80301,Groceries,19,78.46,1490.7399999999998,Sea,1368,3,No,Delayed
O18278,2023-12-05,WH-002,P22861,Furniture,50,93.56,4678.0,Sea,456,11,Yes,Cancelled
O18279,2023-03-08,WH-003,P61713,Toys,26,111.79,2906.54,Sea,142,14,Yes,On-Time
O18280,2023-11-05,WH-001,P94645,Toys,7,432.85,3029.9500000000003,Rail,1171,14,Yes,Delayed
O18281,2023-07-21,WH-002,P14476,Automotive,15,470.03,7050.45,Rail,847,3,Yes,Cancelled
O18282,2023-08-30,WH-005,P93140,Automotive,29,43.79,1269.91,Road,1705,12,No,Delayed
O18283,2023-11-01,WH-002,P88154,Apparel,28,351.27,9835.56,Air,1288,15,No,On-Time
O18284,2023-11-10,WH-008,P27767,Automotive,10,39.35,393.5,Road,1057,11,Yes,On-Time
O18285,2023-09-14,WH-002,P91063,Automotive,33,378.05,12475.65,Sea,1742,5,No,Delayed
O18286,2023-03-25,WH-004,P11330,Furniture,5,140.81,704.05,Road,1998,15,Yes,Delayed
O18287,2023-01-06,WH-003,P44203,Furniture,29,11.15,323.35,Air,600,10,No,Cancelled
O18288,2023-06-22,WH-009,P25044,Electronics,3,33.38,100.14000000000001,Sea,1729,13,Yes,Cancelled
O18289,2023-07-10,WH-007,P19930,Automotive,14,371.1,5195.400000000001,Rail,335,2,No,Delayed
O18290,2023-10-09,WH-003,P20534,Apparel,24,199.93,4798.32,Rail,784,14,Yes,Cancelled
O18291,2023-01-09,WH-005,P59268,Furniture,27,286.77,7742.789999999999,Sea,1635,8,Yes,Delayed
O18292,2023-08-20,WH-002,P63761,Electronics,49,158.45,7764.049999999999,Air,1741,14,Yes,On-Time
O18293,2023-10-11,WH-001,P59026,Groceries,32,284.46,9102.72,Road,1457,8,Yes,Cancelled
O18294,2023-04-29,WH-008,P91147,Automotive,31,258.58,8015.98,Sea,815,12,Yes,Cancelled
O18295,2023-04-01,WH-003,P62774,Furniture,23,154.2,3546.6,Sea,1021,2,No,On-Time
O18296,2023-12-24,WH-002,P86482,Toys,8,444.69,3557.52,Rail,1640,2,Yes,Cancelled
O18297,2023-07-09,WH-010,P37383,Automotive,49,362.09,17742.41,Sea,1815,6,No,On-Time
O18298,2023-01-15,WH-009,P81451,Toys,20,483.17,9663.4,Road,1012,11,Yes,Delayed
O18299,2023-12-19,WH-008,P97060,Groceries,21,333.25,6998.25,Rail,1119,3,No,Delayed
O18300,2023-06-04,WH-007,P13291,Electronics,31,362.86,11248.66,Rail,918,12,Yes,Delayed
O18301,2023-10-20,WH-009,P40632,Electronics,2,208.93,417.86,Road,85,7,Yes,Cancelled
O18302,2023-02-28,WH-007,P37081,Toys,21,390.64,8203.44,Road,905,13,No,On-Time
O18303,2023-03-20,WH-004,P46746,Groceries,8,205.43,1643.44,Sea,1646,4,Yes,Cancelled
O18304,2023-08-03,WH-007,P19545,Furniture,1,11.53,11.53,Sea,1825,4,No,On-Time
O18305,2023-06-02,WH-003,P68435,Electronics,25,415.87,10396.75,Air,1594,8,Yes,Delayed
O18306,2023-08-16,WH-005,P93183,Furniture,37,489.53,18112.61,Rail,128,6,Yes,On-Time
O18307,2023-09-10,WH-007,P77495,Furniture,5,220.63,1103.15,Road,443,15,Yes,Delayed
O18308,2023-08-01,WH-009,P24203,Apparel,4,366.79,1467.16,Air,1827,15,No,Cancelled
O18309,2023-10-02,WH-010,P61353,Automotive,28,53.97,1511.1599999999999,Road,703,12,No,Delayed
O18310,2023-12-07,WH-003,P52664,Groceries,8,77.7,621.6,Air,1860,6,Yes,Cancelled
O18311,2023-08-28,WH-010,P38201,Furniture,49,121.1,5933.9,Air,70,11,Yes,On-Time
O18312,2023-05-31,WH-001,P58768,Automotive,40,55.34,2213.6000000000004,Rail,266,8,Yes,On-Time
O18313,2023-01-27,WH-008,P84540,Electronics,37,105.79,3914.23,Sea,216,1,Yes,On-Time
O18314,2023-05-16,WH-003,P67873,Furniture,1,249.45,249.45,Rail,905,15,Yes,On-Time
O18315,2023-01-30,WH-006,P24465,Groceries,39,476.86,18597.54,Air,103,9,Yes,Delayed
O18316,2023-06-09,WH-009,P89580,Groceries,15,179.78,2696.7,Road,442,15,No,On-Time
O18317,2023-09-02,WH-010,P63866,Furniture,28,448.17,12548.76,Air,327,6,Yes,Cancelled
O18318,2023-03-10,WH-004,P75476,Electronics,27,222.79,6015.33,Air,563,15,No,Delayed
O18319,2023-12-04,WH-009,P79658,Furniture,35,463.64,16227.4,Road,172,2,Yes,On-Time
O18320,2023-07-16,WH-010,P88505,Furniture,35,248.49,8697.15,Road,1310,3,Yes,On-Time
O18321,2023-04-04,WH-001,P41113,Automotive,20,149.58,2991.6000000000004,Road,1406,11,No,On-Time
O18322,2023-08-22,WH-006,P87558,Apparel,49,306.88,15037.119999999999,Road,134,7,Yes,Delayed
O18323,2023-06-19,WH-002,P39060,Furniture,28,173.31,4852.68,Road,1194,11,No,On-Time
O18324,2023-10-31,WH-001,P56745,Electronics,11,58.25,640.75,Air,1064,3,No,Delayed
O18325,2023-08-27,WH-006,P49119,Apparel,48,75.19,3609.12,Air,1489,2,Yes,Cancelled
O18326,2023-09-15,WH-003,P52574,Apparel,6,32.78,196.68,Road,1282,10,Yes,Delayed
O18327,2023-05-30,WH-006,P11078,Apparel,19,38.41,729.79,Sea,1518,3,Yes,On-Time
O18328,2023-01-05,WH-002,P20586,Apparel,7,227.34,1591.38,Sea,101,8,Yes,Delayed
O18329,2023-07-17,WH-006,P85744,Groceries,22,5.62,123.64,Sea,328,15,Yes,Cancelled
O18330,2023-05-25,WH-009,P34407,Electronics,42,495.79,20823.18,Sea,713,7,No,On-Time
O18331,2023-06-27,WH-010,P95462,Toys,42,37.07,1556.94,Road,705,4,No,Cancelled
O18332,2023-08-12,WH-003,P81415,Apparel,21,112.36,2359.56,Road,1923,9,Yes,Cancelled
O18333,2023-01-29,WH-010,P17227,Toys,28,341.71,9567.88,Road,572,11,Yes,Cancelled
O18334,2023-01-26,WH-007,P67624,Groceries,47,28.24,1327.28,Air,1630,2,Yes,On-Time
O18335,2023-10-25,WH-010,P86255,Toys,23,82.59,1899.5700000000002,Rail,1559,7,No,Cancelled
O18336,2023-09-28,WH-001,P27289,Furniture,44,439.13,19321.72,Air,352,7,No,On-Time
O18337,2023-03-01,WH-006,P81395,Groceries,33,324.71,10715.429999999998,Air,386,6,Yes,Cancelled
O18338,2023-07-29,WH-005,P14476,Apparel,23,227.1,5223.3,Sea,853,10,No,On-Time
O18339,2023-05-10,WH-007,P87577,Groceries,19,356.17,6767.2300000000005,Rail,514,7,No,Delayed
