Order_ID,Order_Date,Warehouse_ID,Product_ID,Product_Category,Units_Ordered,Unit_Cost,Transport_Mode,Distance_km,Delivery_Time_days,Stock_Availability,Delivery_Status
O17954,2023-10-27,WH-003,P68535,Furniture,11,439.86,Sea,933,3,Yes,On-Time
O17955,2023-01-04,WH-001,P54102,Apparel,31,337.12,Road,940,8,No,Delayed
O17956,2023-04-14,WH-010,P82263,Electronics,42,16.05,Rail,868,5,No,Cancelled
O17957,2023-10-26,WH-001,P73107,Toys,16,191.07,Road,1439,15,Yes,Cancelled
O17958,2023-08-09,WH-009,P58381,Automotive,44,43.76,Rail,539,2,Yes,Delayed
O17959,2023-05-01,WH-007,P24753,Toys,17,65.64,Road,1701,2,No,Delayed
O17960,2023-12-21,WH-007,P35750,Groceries,27,321.33,Air,1036,9,Yes,Delayed
O17961,2023-10-01,WH-004,P32819,Apparel,39,308.29,Air,1692,12,No,Cancelled
O17962,2023-06-18,WH-003,P15741,Groceries,20,313.06,Air,881,12,Yes,Delayed
O17963,2023-04-14,WH-008,P72027,Groceries,8,428.93,Air,1919,5,Yes,Cancelled
O17964,2023-11-21,WH-006,P37637,Groceries,17,47.62,Sea,1781,1,Yes,Delayed
O17965,2023-04-17,WH-003,P15977,Apparel,15,124.93,Air,1578,15,Yes,On-Time
O17966,2023-09-01,WH-001,P28903,Automotive,40,231.48,Sea,1554,5,Yes,On-Time
O17967,2023-11-27,WH-006,P34698,Electronics,26,345.79,Rail,1168,13,No,Delayed
O17968,2023-01-30,WH-004,P13016,Automotive,10,95.09,Sea,1330,14,No,Delayed
O17969,2023-01-08,WH-004,P91446,Furniture,50,447.6,Sea,291,8,No,Cancelled
O17970,2023-08-20,WH-009,P41475,Toys,43,133.43,Road,1739,10,No,Delayed
O17971,2023-05-19,WH-003,P20713,Automotive,45,427.66,Road,821,5,Yes,Delayed
O17972,2023-06-10,WH-007,P58971,Groceries,19,285.68,Sea,495,1,Yes,Cancelled
O17973,2023-04-15,WH-006,P37495,Electronics,29,89.97,Air,947,6,No,Cancelled
O17974,2023-11-08,WH-010,P84177,Groceries,19,449.49,Rail,1981,15,No,On-Time
O17975,2023-08-27,WH-010,P52016,Apparel,35,159.18,Air,1791,14,Yes,On-Time
O17976,2023-05-16,WH-009,P76339,Toys,28,350.31,Road,1007,6,No,Cancelled
O17977,2023-06-09,WH-004,P58833,Electronics,20,27.95,Rail,1813,11,Yes,Delayed
O17978,2023-04-08,WH-003,P78664,Electronics,47,421.76,Road,630,8,No,On-Time
O17979,2023-09-06,WH-008,P39097,Groceries,30,468.94,Air,609,12,Yes,On-Time
O17980,2023-01-21,WH-005,P57211,Furniture,12,268.51,Air,885,13,No,Cancelled
O17981,2023-12-18,WH-008,P66301,Electronics,47,273.5,Road,1390,7,No,Cancelled
O17982,2023-07-15,WH-005,P15477,Toys,35,161.83,Road,1889,6,No,On-Time
O17983,2023-02-07,WH-007,P33910,Apparel,37,149.66,Sea,980,15,No,Cancelled
O17984,2023-05-12,WH-009,P76707,Apparel,14,268.33,Rail,1432,11,Yes,Delayed
O17985,2023-08-14,WH-003,P37164,Apparel,38,33.85,Rail,1069,3,No,On-Time
O17986,2023-02-08,WH-003,P90610,Automotive,20,105.88,Sea,1208,14,No,Cancelled
O17987,2023-02-15,WH-009,P72570,Groceries,39,402.85,Sea,301,12,No,On-Time
O17988,2023-03-12,WH-006,P20370,Toys,13,447.76,Sea,1004,8,Yes,Delayed
O17989,2023-01-02,WH-001,P23326,Toys,48,131.69,Road,1230,10,Yes,On-Time
O17990,2023-12-21,WH-006,P27250,Groceries,28,141.99,Sea,275,9,No,Cancelled
O17991,2023-12-27,WH-001,P91395,Furniture,47,309.84,Air,1129,4,Yes,Delayed
O17992,2023-03-13,WH-002,P40632,Electronics,47,59.7,Road,153,10,Yes,On-Time
O17993,2024-01-01,WH-003,P66248,Apparel,33,371.06,Sea,598,12,Yes,On-Time
O17994,2023-01-02,WH-007,P97411,Apparel,40,19.57,Rail,1327,2,No,Delayed
O17995,2023-07-25,WH-007,P92742,Toys,50,412.19,Air,517,10,Yes,Cancelled
O17996,2023-03-24,WH-009,P10837,Groceries,24,102.38,Sea,898,5,Yes,Cancelled
O17997,2023-05-19,WH-001,P54403,Electronics,22,348.93,Air,697,1,No,Cancelled
O17998,2023-12-02,WH-004,P96623,Apparel,22,380.85,Rail,1111,3,No,Delayed
O17999,2023-10-26,WH-004,P70437,Furniture,27,456.6,Sea,510,5,Yes,Delayed
O18000,2023-06-24,WH-009,P43746,Groceries,26,389.41,Rail,1707,8,No,On-Time
O18001,2023-01-09,WH-010,P32914,Furniture,25,260.74,Rail,1945,13,No,Cancelled
O18002,2023-05-22,WH-010,P17045,Toys,1,377.46,Air,1688,13,No,Cancelled
O18003,2023-09-07,WH-002,P78292,Apparel,19,434.87,Air,74,3,No,On-Time
O18004,2023-07-27,WH-008,P80244,Groceries,20,390.65,Road,1422,8,No,Cancelled
O18005,2023-09-02,WH-010,P44637,Electronics,32,86.79,Air,1534,14,No,Cancelled
O18006,2023-04-23,WH-001,P37847,Apparel,10,167.99,Air,1812,14,Yes,On-Time
O18007,2023-04-30,WH-008,P12475,Apparel,5,49.67,Air,901,15,Yes,On-Time
O18008,2023-09-22,WH-005,P18949,Apparel,14,246.84,Air,1979,11,Yes,Delayed
O18009,2023-06-05,WH-005,P33577,Furniture,6,122.2,Air,1904,5,No,Delayed
O18010,2023-01-14,WH-004,P91304,Apparel,36,447.44,Rail,692,12,No,On-Time
O18011,2023-04-10,WH-010,P42059,Automotive,8,475.91,Air,1751,15,Yes,On-Time
O18012,2023-02-03,WH-010,P15428,Furniture,45,142.3,Air,861,5,No,Cancelled
O18013,2023-02-06,WH-008,P15580,Electronics,6,122.78,Road,1499,2,Yes,Delayed
O18014,2023-05-17,WH-008,P40075,Automotive,1,21.2,Road,1302,11,No,Delayed
O18015,2023-08-25,WH-007,P39772,Electronics,43,18.97,Rail,897,2,No,On-Time
O18016,2023-08-03,WH-002,P31026,Electronics,6,369.65,Rail,1480,10,Yes,Delayed
O18017,2023-08-07,WH-009,P27831,Furniture,47,252.35,Sea,1103,12,Yes,Cancelled
O18018,2023-12-14,WH-002,P40398,Electronics,3,128.13,Air,792,9,Yes,Cancelled
O18019,2023-05-01,WH-004,P20836,Furniture,13,231.27,Sea,777,15,Yes,Cancelled
O18020,2023-07-30,WH-001,P95256,Automotive,25,351.29,Sea,1556,15,No,On-Time
O18021,2023-05-19,WH-003,P32570,Toys,40,438.65,Rail,1831,13,No,On-Time
O18022,2023-06-02,WH-003,P31606,Toys,1,180.07,Rail,1979,4,Yes,Cancelled
O18023,2023-11-14,WH-006,P16215,Groceries,32,157.97,Sea,662,12,No,Cancelled
O18024,2023-11-27,WH-004,P60011,Toys,4,22.85,Air,1177,5,No,Cancelled
O18025,2023-07-03,WH-006,P23691,Apparel,21,230.9,Air,736,15,No,Cancelled
O18026,2023-02-12,WH-002,P82497,Apparel,38,251.69,Rail,220,2,Yes,Cancelled
O18027,2023-09-23,WH-006,P90426,Furniture,6,249.68,Rail,1837,13,No,Cancelled
O18028,2023-11-18,WH-009,P56179,Groceries,33,377.98,Air,1057,7,Yes,Delayed
O18029,2023-08-03,WH-008,P27528,Automotive,17,433.22,Sea,1764,5,No,Delayed
O18030,2023-03-24,WH-004,P19235,Automotive,33,63.25,Road,741,4,No,On-Time
O18031,2023-10-14,WH-007,P66786,Toys,22,323.0,Rail,475,8,Yes,Delayed
O18032,2023-08-01,WH-006,P92474,Furniture,30,368.56,Road,904,15,Yes,Cancelled
O18033,2023-04-26,WH-008,P26416,Groceries,26,336.57,Air,1969,4,No,Cancelled
O18034,2023-01-27,WH-006,P87905,Toys,42,281.09,Road,1003,2,No,Cancelled
O18035,2023-01-10,WH-010,P91560,Electronics,8,474.32,Rail,1992,14,Yes,Cancelled
O18036,2023-06-17,WH-003,P63161,Toys,17,123.89,Air,1891,11,Yes,On-Time
O18037,2023-10-02,WH-005,P11539,Toys,33,212.24,Sea,915,14,No,On-Time
O18038,2023-07-08,WH-007,P58707,Furniture,24,437.09,Rail,476,4,No,Delayed
O18039,2023-10-21,WH-006,P35111,Electronics,16,200.85,Road,1550,1,Yes,Cancelled
O18040,2023-12-18,WH-010,P23697,Groceries,41,76.49,Road,713,13,Yes,Cancelled
O18041,2023-12-13,WH-003,P78421,Automotive,40,333.9,Air,182,8,No,Delayed
O18042,2023-11-07,WH-002,P46178,Groceries,10,152.1,Rail,1695,9,No,Delayed
O18043,2023-04-02,WH-003,P51853,Automotive,43,264.45,Rail,1081,4,No,Delayed
O18044,2023-09-01,WH-003,P80351,Apparel,48,429.72,Rail,915,4,Yes,Cancelled
O18045,2023-08-19,WH-003,P51641,Furniture,13,284.67,Road,990,6,No,On-Time
O18046,2023-06-26,WH-009,P66950,Furniture,35,227.81,Air,647,13,No,Cancelled
O18047,2023-04-17,WH-005,P70976,Toys,33,200.42,Rail,1960,10,Yes,On-Time
O18048,2023-07-22,WH-001,P66248,Furniture,45,101.79,Rail,1369,6,Yes,Cancelled
O18049,2023-02-21,WH-010,P39628,Automotive,39,495.72,Road,822,7,No,On-Time
O18050,2023-07-12,WH-002,P64663,Automotive,48,252.96,Road,1452,5,Yes,On-Time
O18051,2023-04-13,WH-001,P72008,Electronics,13,369.76,Rail,784,13,No,Cancelled
O18052,2023-07-05,WH-006,P92033,Automotive,38,445.37,Rail,506,8,No,Delayed
O18053,2023-12-12,WH-008,P74391,Apparel,9,32.41,Sea,1130,6,Yes,Cancelled
O18054,2023-09-26,WH-008,P11404,Groceries,27,141.13,Sea,816,15,Yes,Delayed
O18055,2023-05-17,WH-004,P83879,Automotive,7,393.75,Rail,1641,6,Yes,On-Time
O18056,2023-08-23,WH-001,P59270,Groceries,50,441.28,Road,1162,9,Yes,Delayed
O18057,2023-05-07,WH-003,P26730,Apparel,27,321.5,Sea,897,15,No,On-Time
O18058,2023-08-11,WH-009,P17951,Electronics,21,39.22,Air,1504,7,Yes,Cancelled
O18059,2023-12-27,WH-008,P20107,Toys,5,80.47,Air,1102,8,Yes,On-Time
O18060,2023-05-09,WH-004,P43751,Groceries,50,116.22,Road,1185,15,Yes,Delayed
O18061,2023-08-15,WH-003,P48939,Toys,30,86.03,Rail,353,13,Yes,On-Time
O18062,2023-05-19,WH-004,P57178,Automotive,11,196.88,Sea,276,2,No,Cancelled
O18063,2023-09-17,WH-009,P29124,Electronics,16,39.85,Rail,513,3,No,On-Time
O18064,2023-02-14,WH-009,P49636,Apparel,3,356.69,Road,341,2,Yes,Cancelled
O18065,2023-07-25,WH-009,P69853,Electronics,15,436.1,Road,265,1,No,Cancelled
O18066,2023-03-31,WH-006,P43697,Toys,30,244.93,Sea,454,4,No,On-Time
O18067,2023-03-13,WH-005,P51423,Apparel,42,444.56,Sea,483,13,Yes,On-Time
O18068,2023-10-18,WH-001,P25358,Furniture,33,306.06,Air,909,12,Yes,On-Time
O18069,2023-12-27,WH-002,P14450,Furniture,48,35.99,Rail,1355,9,No,On-Time
O18070,2023-05-28,WH-006,P44782,Furniture,38,400.81,Sea,470,10,Yes,Cancelled
O18071,2023-08-25,WH-008,P80456,Automotive,27,300.23,Sea,329,1,No,Cancelled
O18072,2023-05-18,WH-004,P77637,Electronics,44,427.24,Sea,1931,13,Yes,Cancelled
O18073,2023-08-29,WH-005,P15597,Groceries,2,496.53,Road,1278,3,Yes,Cancelled
O18074,2023-03-14,WH-005,P82632,Furniture,40,470.85,Sea,887,4,No,Cancelled
O18075,2023-09-12,WH-003,P78358,Groceries,31,66.48,Sea,1675,1,Yes,Cancelled
O18076,2023-05-22,WH-002,P48254,Furniture,44,117.64,Road,625,8,Yes,On-Time
O18077,2023-05-05,WH-009,P24234,Toys,18,127.07,Road,550,9,Yes,Delayed
O18078,2023-11-18,WH-006,P43199,Groceries,12,326.79,Sea,1879,9,No,On-Time
O18079,2023-03-13,WH-002,P28079,Groceries,28,297.65,Rail,1768,9,Yes,Cancelled
O18080,2023-03-25,WH-003,P32997,Groceries,40,240.86,Sea,249,12,No,Cancelled
O18081,2023-06-24,WH-008,P48478,Toys,21,83.03,Air,755,8,No,Delayed
O18082,2023-03-21,WH-007,P29006,Automotive,17,114.76,Air,444,4,No,Cancelled
O18083,2023-12-14,WH-002,P52664,Automotive,32,145.37,Sea,821,9,No,On-Time
O18084,2023-03-11,WH-001,P19381,Electronics,4,298.66,Rail,1861,5,Yes,On-Time
O18085,2023-02-02,WH-006,P27130,Automotive,24,76.63,Air,502,2,No,On-Time
O18086,2023-11-13,WH-006,P18477,Toys,42,335.66,Sea,314,15,No,On-Time
O18087,2023-03-30,WH-007,P36618,Apparel,50,203.93,Sea,332,12,No,Delayed
O18088,2023-01-09,WH-002,P17410,Automotive,25,411.85,Sea,1511,11,Yes,On-Time
O18089,2023-01-29,WH-004,P75746,Furniture,43,192.18,Rail,1507,6,No,On-Time
O18090,2023-10-11,WH-002,P27810,Furniture,10,260.37,Rail,447,1,Yes,On-Time
O18091,2023-02-25,WH-006,P99242,Toys,43,454.97,Road,1602,11,Yes,On-Time
O18092,2023-02-13,WH-002,P37463,Apparel,38,493.12,Air,435,11,No,Delayed
O18093,2023-08-19,WH-005,P32293,Apparel,43,72.52,Air,1581,5,Yes,On-Time
O18094,2023-04-13,WH-009,P50425,Automotive,26,130.88,Sea,940,10,Yes,Delayed
O18095,2023-10-13,WH-002,P34760,Apparel,43,177.52,Sea,1565,11,Yes,Cancelled
O18096,2023-12-26,WH-002,P30586,Electronics,35,345.68,Rail,75,2,Yes,On-Time
O18097,2023-02-02,WH-005,P80439,Furniture,23,91.2,Road,990,2,No,On-Time
O18098,2023-06-21,WH-009,P12974,Automotive,28,351.35,Rail,1468,3,No,Cancelled
O18099,2023-09-21,WH-008,P68341,Toys,37,14.92,Sea,287,5,Yes,Delayed
O18100,2023-12-14,WH-007,P90364,Electronics,5,150.85,Sea,1623,5,No,Delayed
O18101,2023-08-06,WH-009,P34144,Toys,30,476.53,Sea,1115,14,Yes,Delayed
O18102,2023-11-25,WH-007,P72523,Furniture,4,285.84,Air,604,4,Yes,Delayed
O18103,2023-11-06,WH-008,P27936,Furniture,17,298.95,Road,1738,4,Yes,Cancelled
O18104,2023-07-09,WH-007,P51885,Groceries,39,343.39,Sea,965,12,Yes,On-Time
O18105,2023-11-16,WH-003,P64027,Groceries,41,204.16,Road,1728,13,Yes,On-Time
O18106,2023-09-05,WH-007,P13333,Furniture,35,237.18,Sea,1949,8,No,Delayed
O18107,2023-03-24,WH-002,P22522,Apparel,47,260.02,Air,1768,1,No,On-Time
O18108,2023-08-21,WH-009,P97677,Toys,29,186.83,Air,1061,12,Yes,Delayed
O18109,2023-09-13,WH-002,P66475,Automotive,31,359.46,Sea,1472,7,Yes,Cancelled
O18110,2023-07-03,WH-010,P38048,Apparel,31,270.29,Road,697,14,Yes,On-Time
O18111,2023-04-25,WH-005,P23091,Furniture,22,9.88,Rail,446,10,Yes,Cancelled
O18112,2023-10-17,WH-001,P73182,Furniture,5,99.28,Air,1759,14,Yes,Cancelled
O18113,2023-09-12,WH-003,P44981,Furniture,41,97.08,Road,1651,13,Yes,Cancelled
O18114,2023-01-28,WH-006,P26033,Electronics,43,352.9,Air,1088,14,No,On-Time
O18115,2023-12-08,WH-002,P50043,Automotive,45,367.9,Rail,1479,8,No,Delayed
O18116,2023-01-14,WH-002,P58867,Groceries,42,484.07,Road,577,8,No,On-Time
O18117,2023-05-29,WH-003,P75989,Toys,15,259.14,Sea,260,5,Yes,Delayed
O18118,2023-07-02,WH-003,P42275,Electronics,31,73.75,Sea,1424,8,No,On-Time
O18119,2023-07-23,WH-009,P57643,Groceries,35,172.32,Sea,529,7,No,On-Time
O18120,2023-05-23,WH-009,P93147,Groceries,15,384.37,Sea,1980,6,No,On-Time
O18121,2023-05-06,WH-006,P91198,Groceries,40,371.32,Air,704,7,Yes,Delayed
O18122,2023-11-20,WH-001,P22303,Groceries,3,10.75,Sea,1319,12,Yes,Delayed
O18123,2023-12-25,WH-005,P57809,Groceries,46,362.28,Sea,1107,12,Yes,Delayed
O18124,2023-03-30,WH-002,P57952,Electronics,12,467.67,Air,157,7,Yes,Cancelled
O18125,2023-06-29,WH-009,P27290,Automotive,6,139.15,Air,891,5,No,Delayed
O18126,2023-05-28,WH-009,P20955,Automotive,16,134.0,Rail,442,9,No,Cancelled
O18127,2023-08-05,WH-007,P78840,Toys,40,245.12,Sea,331,13,No,Cancelled
O18128,2023-11-12,WH-004,P77333,Apparel,10,87.65,Sea,85,11,Yes,Delayed
O18129,2023-03-18,WH-003,P67820,Electronics,30,78.14,Sea,1957,1,No,Cancelled
O18130,2023-08-09,WH-006,P16753,Furniture,18,293.31,Road,433,15,Yes,On-Time
O18131,2023-01-17,WH-008,P75589,Groceries,3,7.53,Road,460,3,No,Cancelled
O18132,2023-01-12,WH-003,P26490,Apparel,5,171.66,Sea,1280,7,No,Cancelled
O18133,2023-04-04,WH-009,P90827,Furniture,17,138.7,Sea,1614,14,No,On-Time
O18134,2023-07-24,WH-003,P79911,Groceries,49,460.01,Rail,780,3,Yes,Delayed
O18135,2023-10-06,WH-003,P53043,Automotive,44,9.33,Sea,222,9,No,Cancelled
O18136,2023-10-19,WH-003,P71396,Furniture,46,243.73,Air,775,9,Yes,Delayed
O18137,2023-10-29,WH-004,P13351,Electronics,36,391.89,Sea,1292,5,Yes,On-Time
O18138,2023-05-01,WH-009,P98251,Furniture,21,236.44,Rail,1236,15,Yes,Cancelled
O18139,2023-11-16,WH-010,P93176,Toys,36,279.05,Sea,1021,1,No,Delayed
O18140,2023-03-01,WH-001,P82113,Electronics,32,285.17,Rail,1749,5,No,Delayed
O18141,2023-12-25,WH-002,P40544,Furniture,11,216.82,Road,738,12,Yes,Delayed
O18142,2023-06-06,WH-009,P55586,Automotive,20,109.42,Rail,1222,7,Yes,On-Time
O18143,2023-03-19,WH-008,P71786,Toys,46,68.18,Road,486,15,No,Delayed
O18144,2023-03-11,WH-006,P98506,Automotive,11,5.67,Sea,1159,8,Yes,Delayed
O18145,2023-10-16,WH-004,P84089,Apparel,50,426.6,Sea,1459,11,No,Cancelled
O18146,2023-07-23,WH-009,P26481,Groceries,23,212.69,Sea,1120,4,Yes,On-Time
O18147,2023-05-06,WH-002,P38162,Groceries,21,389.55,Road,228,14,Yes,Delayed
O18148,2023-08-11,WH-009,P85275,Electronics,40,418.04,Air,906,12,No,Delayed
O18149,2023-02-03,WH-005,P19550,Apparel,29,203.99,Rail,1472,12,No,Delayed
O18150,2023-08-22,WH-008,P40232,Groceries,16,209.6,Rail,1117,10,No,On-Time
O18151,2023-04-24,WH-002,P69578,Automotive,33,328.31,Sea,516,13,No,Cancelled
O18152,2023-06-14,WH-002,P75444,Furniture,39,263.72,Rail,1936,3,No,On-Time
O18153,2023-06-05,WH-003,P35167,Furniture,30,345.0,Rail,1039,5,No,Delayed
O18154,2023-11-21,WH-010,P61212,Furniture,10,139.73,Air,98,5,Yes,Cancelled
O18155,2023-07-18,WH-003,P12257,Toys,48,218.26,Sea,1464,7,Yes,Cancelled
O18156,2023-09-04,WH-003,P78414,Electronics,43,434.45,Road,330,9,No,Cancelled
O18157,2023-09-19,WH-007,P60901,Toys,7,349.97,Road,1534,2,No,Delayed
O18158,2023-01-21,WH-004,P26837,Toys,35,314.92,Road,507,15,Yes,Delayed
O18159,2023-07-30,WH-010,P58096,Automotive,34,150.57,Sea,812,6,Yes,Delayed
O18160,2023-03-19,WH-009,P92333,Electronics,10,301.38,Rail,913,13,No,Delayed
O18161,2023-02-11,WH-002,P22239,Toys,44,497.18,Air,1284,6,No,Cancelled
O18162,2023-02-10,WH-001,P88111,Furniture,12,307.73,Air,549,7,Yes,On-Time
O18163,2023-10-05,WH-008,P65289,Furniture,8,94.7,Air,1050,14,Yes,Delayed
O18164,2023-07-12,WH-001,P42202,Automotive,3,248.38,Rail,251,6,Yes,Delayed
O18165,2023-12-19,WH-010,P70903,Furniture,49,166.16,Road,787,10,Yes,Cancelled
O18166,2023-03-11,WH-008,P24754,Furniture,25,433.04,Rail,200,5,No,On-Time
O18167,2023-01-22,WH-010,P83221,Apparel,2,324.7,Rail,275,15,Yes,Delayed
O18168,2023-10-24,WH-010,P15142,Electronics,29,415.95,Road,116,7,Yes,Cancelled
O18169,2023-10-22,WH-008,P77584,Apparel,10,40.36,Air,1885,11,Yes,On-Time
O18170,2023-07-10,WH-009,P83683,Groceries,20,95.38,Air,822,14,Yes,On-Time
O18171,2023-07-13,WH-007,P27104,Apparel,34,474.72,Sea,1220,11,No,Delayed
O18172,2023-08-01,WH-005,P42923,Groceries,4,280.11,Air,507,14,Yes,Delayed
O18173,2023-11-08,WH-003,P11294,Electronics,34,420.59,Sea,1685,14,No,On-Time
O18174,2023-02-07,WH-005,P74295,Electronics,40,409.11,Road,107,2,No,Delayed
O18175,2023-08-26,WH-003,P53704,Automotive,5,90.02,Air,162,7,Yes,Cancelled
O18176,2023-09-18,WH-008,P32273,Electronics,31,64.97,Road,1921,13,Yes,On-Time
O18177,2023-06-14,WH-002,P54717,Furniture,42,171.03,Rail,1810,6,Yes,Cancelled
O18178,2023-05-11,WH-010,P64742,Electronics,16,189.25,Sea,1760,7,No,Delayed
O18179,2023-04-07,WH-006,P58152,Groceries,30,75.42,Road,1433,3,No,Cancelled
O18180,2023-08-24,WH-005,P91938,Furniture,11,390.38,Air,515,13,No,Delayed
O18181,2023-09-15,WH-002,P53807,Toys,6,302.05,Air,1637,3,Yes,Cancelled
O18182,2023-10-14,WH-001,P22990,Toys,35,257.94,Road,1872,5,Yes,Cancelled
O18183,2023-08-04,WH-005,P42290,Automotive,3,25.19,Sea,139,3,No,On-Time
O18184,2023-01-29,WH-006,P47541,Apparel,18,343.41,Rail,704,3,Yes,Cancelled
O18185,2023-10-30,WH-010,P35456,Electronics,16,82.43,Air,1291,13,Yes,Cancelled
O18186,2023-03-10,WH-009,P47789,Furniture,3,222.81,Rail,1117,15,Yes,On-Time
O18187,2023-11-22,WH-006,P28612,Electronics,39,42.1,Air,1960,9,No,On-Time
O18188,2023-03-13,WH-010,P30547,Automotive,7,142.13,Rail,1346,11,No,Cancelled
O18189,2023-01-07,WH-007,P60267,Apparel,26,453.68,Road,1657,9,Yes,Delayed
O18190,2023-01-18,WH-004,P50744,Electronics,39,62.62,Road,301,15,No,Delayed
O18191,2023-03-26,WH-009,P95084,Automotive,42,200.29,Air,1541,9,No,On-Time
O18192,2023-03-10,WH-010,P11104,Toys,17,387.66,Rail,612,12,Yes,On-Time
O18193,2023-11-16,WH-007,P80851,Automotive,24,408.64,Road,1630,5,No,Delayed
O18194,2023-06-26,WH-005,P79477,Toys,2,232.42,Air,824,9,No,On-Time
O18195,2023-06-08,WH-010,P20530,Apparel,10,66.16,Sea,806,1,No,Cancelled
O18196,2023-01-22,WH-007,P97739,Automotive,31,36.91,Air,62,14,Yes,Delayed
O18197,2023-12-24,WH-008,P82983,Groceries,10,267.81,Rail,533,9,Yes,Cancelled
O18198,2023-11-16,WH-004,P76991,Automotive,28,215.04,Air,534,15,Yes,On-Time
O18199,2023-04-30,WH-006,P44011,Apparel,18,126.12,Rail,1264,4,Yes,On-Time
O18200,2023-08-28,WH-009,P71710,Toys,18,187.95,Rail,1529,14,No,On-Time
O18201,2023-08-06,WH-008,P21174,Toys,18,365.49,Road,741,14,No,On-Time
O18202,2023-04-30,WH-008,P40741,Toys,35,351.07,Road,1623,8,Yes,Cancelled
O18203,2023-06-03,WH-009,P17241,Furniture,23,420.74,Air,1264,1,No,Cancelled
O18204,2023-09-03,WH-006,P68483,Apparel,17,493.45,Rail,1255,12,No,On-Time
O18205,2023-05-18,WH-005,P16381,Groceries,32,136.02,Road,691,1,No,Delayed
O18206,2023-03-11,WH-008,P97556,Furniture,20,104.14,Rail,276,11,No,Cancelled
O18207,2023-12-21,WH-002,P37097,Furniture,48,31.72,Air,684,2,Yes,Cancelled
O18208,2023-09-07,WH-004,P66892,Toys,47,163.02,Road,321,13,No,Cancelled
O18209,2023-03-14,WH-006,P29128,Automotive,21,206.79,Sea,1121,5,No,On-Time
O18210,2023-01-17,WH-003,P47406,Groceries,28,127.52,Road,1752,5,No,Delayed
O18211,2023-01-16,WH-008,P29260,Toys,30,395.6,Air,1479,7,Yes,Delayed
O18212,2023-07-05,WH-009,P87411,Furniture,43,424.91,Air,1104,1,No,Delayed
O18213,2023-11-11,WH-005,P66691,Apparel,12,17.96,Sea,1999,9,Yes,On-Time
O18214,2023-04-03,WH-010,P12613,Groceries,11,167.69,Air,386,14,No,Cancelled
O18215,2023-02-26,WH-002,P96612,Furniture,16,432.89,Rail,1886,2,Yes,Delayed
O18216,2023-03-14,WH-005,P48310,Furniture,34,403.94,Rail,1281,4,No,On-Time
O18217,2023-09-05,WH-007,P64591,Automotive,14,206.23,Sea,890,10,No,Cancelled
O18218,2023-09-13,WH-002,P17746,Groceries,29,200.99,Road,1814,2,Yes,Cancelled
O18219,2023-09-02,WH-007,P32288,Electronics,20,56.42,Sea,423,12,No,Cancelled
O18220,2023-09-18,WH-002,P67131,Furniture,39,333.25,Air,1935,3,No,On-Time
O18221,2023-03-12,WH-004,P89119,Apparel,26,350.18,Sea,586,3,Yes,On-Time
O18222,2023-06-09,WH-004,P64141,Electronics,32,443.5,Air,712,8,Yes,Delayed
O18223,2023-10-12,WH-002,P58742,Groceries,42,374.92,Road,660,11,No,Cancelled
O18224,2023-07-10,WH-007,P91140,Electronics,10,478.23,Sea,824,11,Yes,Delayed
O18225,2023-09-28,WH-001,P82919,Apparel,12,218.9,Air,1802,2,No,Cancelled
O18226,2023-01-16,WH-006,P33415,Furniture,5,293.95,Sea,598,7,Yes,Delayed
O18227,2023-11-14,WH-005,P39800,Toys,39,236.43,Air,1149,5,Yes,Cancelled
O18228,2023-05-10,WH-008,P35525,Toys,5,492.32,Air,1965,3,No,Cancelled
O18229,2023-05-23,WH-006,P63655,Apparel,26,71.72,Road,1062,11,No,Cancelled
O18230,2023-11-26,WH-002,P96550,Apparel,50,407.61,Air,426,14,Yes,Delayed
O18231,2023-01-24,WH-010,P61474,Furniture,49,348.69,Road,898,12,Yes,On-Time
O18232,2023-06-10,WH-004,P28586,Furniture,40,457.55,Rail,1574,15,No,On-Time
O18233,2023-07-07,WH-008,P48599,Automotive,13,139.88,Air,1371,1,Yes,Cancelled
O18234,2023-12-18,WH-004,P50772,Groceries,30,396.2,Rail,535,14,Yes,Delayed
O18235,2023-12-24,WH-004,P33626,Groceries,30,396.61,Rail,861,9,No,Cancelled
O18236,2023-03-14,WH-009,P66160,Automotive,35,298.28,Road,377,14,No,Cancelled
O18237,2023-11-30,WH-008,P96675,Toys,8,469.48,Rail,77,5,Yes,On-Time
O18238,2023-07-19,WH-002,P55712,Apparel,6,33.91,Rail,1437,4,Yes,On-Time
O18239,2023-08-16,WH-002,P65629,Groceries,14,271.87,Sea,1857,2,Yes,Delayed
O18240,2023-08-13,WH-004,P45377,Groceries,11,89.61,Sea,264,15,Yes,Cancelled
O18241,2023-06-17,WH-010,P23641,Electronics,6,309.83,Sea,696,15,Yes,Cancelled
O18242,2023-09-17,WH-009,P27583,Groceries,13,290.22,Sea,614,3,No,On-Time
O18243,2023-03-23,WH-005,P65591,Apparel,35,312.32,Sea,561,7,Yes,On-Time
O18244,2023-10-08,WH-003,P40634,Electronics,1,79.5,Air,1003,5,Yes,Delayed
O18245,2023-10-05,WH-004,P78465,Electronics,49,235.15,Road,1923,6,Yes,Delayed
O18246,2023-12-09,WH-006,P71892,Electronics,50,297.31,Air,56,4,No,Delayed
O18247,2023-08-22,WH-001,P78607,Groceries,8,71.0,Rail,1631,4,Yes,Cancelled
